#  Xs,Ys,Zs
7.095361704452185947e+00,1.764093742495446904e+01,0.000000000000000000e+00
6.848818291699799055e+00,1.787018707791150973e+01,0.000000000000000000e+00
6.600726546252312588e+00,1.809540243402904025e+01,0.000000000000000000e+00
6.351173341344519052e+00,1.831660902426896698e+01,0.000000000000000000e+00
6.100240792790182276e+00,1.853383585782392373e+01,0.000000000000000000e+00
5.848007108336218174e+00,1.874711437813960657e+01,0.000000000000000000e+00
5.594551614099979808e+00,1.895647413289192329e+01,0.000000000000000000e+00
5.339948727337945122e+00,1.916194784259754869e+01,0.000000000000000000e+00
5.084271995136643518e+00,1.936356794004095150e+01,0.000000000000000000e+00
4.827592055268301152e+00,1.956136819181634934e+01,0.000000000000000000e+00
4.569976604397104403e+00,1.975538360619493616e+01,0.000000000000000000e+00
4.311494682503666631e+00,1.994564720324332541e+01,0.000000000000000000e+00
4.052209231953722401e+00,2.013219555286015705e+01,0.000000000000000000e+00
3.792182410458452946e+00,2.031506471012680493e+01,0.000000000000000000e+00
3.531475667774790494e+00,2.049429023200779554e+01,0.000000000000000000e+00
3.270146467744754482e+00,2.066990942279500132e+01,0.000000000000000000e+00
3.008253853235901332e+00,2.084195753585476396e+01,0.000000000000000000e+00
2.745849525830816429e+00,2.101047366958167828e+01,0.000000000000000000e+00
2.482989092676477938e+00,2.117549336543871519e+01,0.000000000000000000e+00
2.219723090659328157e+00,2.133705444242156091e+01,0.000000000000000000e+00
1.956100367628408776e+00,2.149519474063449920e+01,0.000000000000000000e+00
1.692170452289990745e+00,2.164995073627213173e+01,0.000000000000000000e+00
1.427978951434602850e+00,2.180136029234783379e+01,0.000000000000000000e+00
1.163569868577610356e+00,2.194946121160009866e+01,0.000000000000000000e+00
8.989868275776979889e-01,2.209429056508788136e+01,0.000000000000000000e+00
6.342731401506089828e-01,2.223588472167234542e+01,0.000000000000000000e+00
3.694670329044548729e-01,2.237428187762805010e+01,0.000000000000000000e+00
1.046100806860776472e-01,2.250951757501354322e+01,0.000000000000000000e+00
-1.602624111209502988e-01,2.264162972142702301e+01,0.000000000000000000e+00
-4.251141369761999300e-01,2.277065479929380842e+01,0.000000000000000000e+00
-6.899076926793338282e-01,2.289662795351668123e+01,0.000000000000000000e+00
-9.546107036324419370e-01,2.301958593537771947e+01,0.000000000000000000e+00
-1.219189644449949483e+00,2.313956412154814046e+01,0.000000000000000000e+00
-1.483614776006803471e+00,2.325659880257617118e+01,0.000000000000000000e+00
-1.747853865639616311e+00,2.337072436435013500e+01,0.000000000000000000e+00
-2.011878415702161416e+00,2.348197607400352283e+01,0.000000000000000000e+00
-2.275659873558351087e+00,2.359038840493994371e+01,0.000000000000000000e+00
-2.539169577091857199e+00,2.369599507569754593e+01,0.000000000000000000e+00
-2.802383848500363595e+00,2.379883107404701903e+01,0.000000000000000000e+00
-3.065275009821450070e+00,2.389892908489322920e+01,0.000000000000000000e+00
-3.327819033632752443e+00,2.399632253995870101e+01,0.000000000000000000e+00
-3.589994271257801461e+00,2.409104503474953773e+01,0.000000000000000000e+00
-3.851774918048812779e+00,2.418312799563298299e+01,0.000000000000000000e+00
-4.113140076466484274e+00,2.427260398218063742e+01,0.000000000000000000e+00
-4.374069857427685726e+00,2.435950522001270713e+01,0.000000000000000000e+00
-4.634542714837096788e+00,2.444386274693427552e+01,0.000000000000000000e+00
-4.894539356002110431e+00,2.452570774290818179e+01,0.000000000000000000e+00
-5.154041413381624359e+00,2.460507106715147430e+01,0.000000000000000000e+00
-5.413028755384534207e+00,2.468198246863865464e+01,0.000000000000000000e+00
-5.671486116617463047e+00,2.475647258188047317e+01,0.000000000000000000e+00
-5.929395085838941704e+00,2.482857054523191920e+01,0.000000000000000000e+00
-6.186739411507970132e+00,2.489830558602493937e+01,0.000000000000000000e+00
-6.443505002580557139e+00,2.496570696094521935e+01,0.000000000000000000e+00
-6.699674515400110053e+00,2.503080254439631958e+01,0.000000000000000000e+00
-6.955234065465078608e+00,2.509362061668808153e+01,0.000000000000000000e+00
-7.210171884799348341e+00,2.515418943645407879e+01,0.000000000000000000e+00
-7.464471505445559707e+00,2.521253564730849916e+01,0.000000000000000000e+00
-7.718121241243268038e+00,2.526868655649104412e+01,0.000000000000000000e+00
-7.971108742331534103e+00,2.532266882842514732e+01,0.000000000000000000e+00
-8.223422335461908261e+00,2.537450880734566638e+01,0.000000000000000000e+00
-8.475049633730618481e+00,2.542423224618853084e+01,0.000000000000000000e+00
-8.725980261725752030e+00,2.547186486491454005e+01,0.000000000000000000e+00
-8.976203094669784832e+00,2.551743180338070260e+01,0.000000000000000000e+00
-9.225708994668936569e+00,2.556095813939850458e+01,0.000000000000000000e+00
-9.474485271996693214e+00,2.560246793143734578e+01,0.000000000000000000e+00
-9.722526726721021362e+00,2.564198609097886106e+01,0.000000000000000000e+00
-9.969820418487504554e+00,2.567953586595223925e+01,0.000000000000000000e+00
-1.021635949240938501e+01,2.571514109424623840e+01,0.000000000000000000e+00
-1.046213485397153953e+01,2.574882488643619638e+01,0.000000000000000000e+00
-1.070713931825165410e+01,2.578061024961749936e+01,0.000000000000000000e+00
-1.095136481548170160e+01,2.581051970320599764e+01,0.000000000000000000e+00
-1.119480376719505443e+01,2.583857548168401053e+01,0.000000000000000000e+00
-1.143744907439731584e+01,2.586479953192729653e+01,0.000000000000000000e+00
-1.167929410587904648e+01,2.588921351071597954e+01,0.000000000000000000e+00
-1.192033268667095491e+01,2.591183878242372529e+01,0.000000000000000000e+00
-1.216055768483840005e+01,2.593269630008655113e+01,0.000000000000000000e+00
-1.239996380072865279e+01,2.595180686613541710e+01,0.000000000000000000e+00
-1.263854475393310572e+01,2.596919088706115986e+01,0.000000000000000000e+00
-1.287629467268672734e+01,2.598486850772957979e+01,0.000000000000000000e+00
-1.311320948931445862e+01,2.599885968771081934e+01,0.000000000000000000e+00
-1.334928412165792011e+01,2.601118401452631090e+01,0.000000000000000000e+00
-1.358451245960432807e+01,2.602186075011389121e+01,0.000000000000000000e+00
-1.381889016730524311e+01,2.603090897603708953e+01,0.000000000000000000e+00
-1.405241467661221577e+01,2.603834754450699762e+01,0.000000000000000000e+00
-1.428507954800279656e+01,2.604419490740277965e+01,0.000000000000000000e+00
-1.451688149735605471e+01,2.604846936285667880e+01,0.000000000000000000e+00
-1.474781757360042889e+01,2.605118893619462739e+01,0.000000000000000000e+00
-1.497788374145389412e+01,2.605237137654414781e+01,0.000000000000000000e+00
-1.520707628089884977e+01,2.605203419586858971e+01,0.000000000000000000e+00
-1.543539177924107975e+01,2.605019466801150330e+01,0.000000000000000000e+00
-1.566282712326676752e+01,2.604686982784214067e+01,0.000000000000000000e+00
-1.588937949149703499e+01,2.604207647049899776e+01,0.000000000000000000e+00
-1.611504493916170233e+01,2.603583119425646331e+01,0.000000000000000000e+00
-1.633982261361259702e+01,2.602815028759629712e+01,0.000000000000000000e+00
-1.656370911683271174e+01,2.601904988446981548e+01,0.000000000000000000e+00
-1.678670272069748393e+01,2.600854584239507261e+01,0.000000000000000000e+00
-1.700880054672629527e+01,2.599665385628708236e+01,0.000000000000000000e+00
-1.722999996703375558e+01,2.598338941433591032e+01,0.000000000000000000e+00
-1.745029859798015082e+01,2.596876779748965092e+01,0.000000000000000000e+00
-1.766969569678950691e+01,2.595280397245553772e+01,0.000000000000000000e+00
-1.788819074872578696e+01,2.593551266245328080e+01,0.000000000000000000e+00
-1.810577925741575811e+01,2.591690871998835277e+01,0.000000000000000000e+00
-1.832245975361978907e+01,2.589700659365519897e+01,0.000000000000000000e+00
-1.853823377921693094e+01,2.587582023975666701e+01,0.000000000000000000e+00
-1.875309608657182991e+01,2.585336408844396061e+01,0.000000000000000000e+00
-1.896704862573540140e+01,2.582965166973313131e+01,0.000000000000000000e+00
-1.918008795305286895e+01,2.580469690659867155e+01,0.000000000000000000e+00
-1.939221500674876353e+01,2.577851305305923191e+01,0.000000000000000000e+00
-1.960342672851228230e+01,2.575111367484111824e+01,0.000000000000000000e+00
-1.981372303271785995e+01,2.572251181042896562e+01,0.000000000000000000e+00
-2.002310261966503191e+01,2.569272049157619975e+01,0.000000000000000000e+00
-2.023156575287158887e+01,2.566175236501394608e+01,0.000000000000000000e+00
-2.043911147485798807e+01,2.562962008801122238e+01,0.000000000000000000e+00
-2.064573899450853744e+01,2.559633614343583474e+01,0.000000000000000000e+00
-2.085144630074141148e+01,2.556191307536317581e+01,0.000000000000000000e+00
-2.105623430712009281e+01,2.552636279913675565e+01,0.000000000000000000e+00
-2.126010407246386436e+01,2.548969702272504634e+01,0.000000000000000000e+00
-2.146305266840143844e+01,2.545192802831703105e+01,0.000000000000000000e+00
-2.166508007451374596e+01,2.541306745310633275e+01,0.000000000000000000e+00
-2.186618641051610368e+01,2.537312676065828398e+01,0.000000000000000000e+00
-2.206637330135345110e+01,2.533211695641216110e+01,0.000000000000000000e+00
-2.226563702631839092e+01,2.529005001204667380e+01,0.000000000000000000e+00
-2.246398084356715330e+01,2.524693631873948974e+01,0.000000000000000000e+00
-2.266140266693174610e+01,2.520278726671633152e+01,0.000000000000000000e+00
-2.285790326904260183e+01,2.515761350440897459e+01,0.000000000000000000e+00
-2.305348353866255096e+01,2.511142550854430056e+01,0.000000000000000000e+00
-2.324814176703362989e+01,2.506423425008659578e+01,0.000000000000000000e+00
-2.344187907905158497e+01,2.501604991104598597e+01,0.000000000000000000e+00
-2.363469535512928132e+01,2.496688285129321727e+01,0.000000000000000000e+00
-2.382659058783862704e+01,2.491674329189325121e+01,0.000000000000000000e+00
-2.401756622280898057e+01,2.486564095145240572e+01,0.000000000000000000e+00
-2.420762111754510926e+01,2.481358612271781894e+01,0.000000000000000000e+00
-2.439675558175168391e+01,2.476058861209300943e+01,0.000000000000000000e+00
-2.458497136015827778e+01,2.470665770144754347e+01,0.000000000000000000e+00
-2.477226894949518865e+01,2.465180289952210657e+01,0.000000000000000000e+00
-2.495864628049046985e+01,2.459603438252736751e+01,0.000000000000000000e+00
-2.514410670442966378e+01,2.453936061225667942e+01,0.000000000000000000e+00
-2.532864834194174364e+01,2.448179152263734082e+01,0.000000000000000000e+00
-2.551227338380972398e+01,2.442333569826963924e+01,0.000000000000000000e+00
-2.569498145589655991e+01,2.436400242261790439e+01,0.000000000000000000e+00
-2.587677358962264762e+01,2.430380043472616691e+01,0.000000000000000000e+00
-2.605764958221075744e+01,2.424273878593114517e+01,0.000000000000000000e+00
-2.623761193195332453e+01,2.418082551513773026e+01,0.000000000000000000e+00
-2.641665928343500269e+01,2.411806988227274928e+01,0.000000000000000000e+00
-2.659479297730339553e+01,2.405448013558678610e+01,0.000000000000000000e+00
-2.677201442007828902e+01,2.399006439081280107e+01,0.000000000000000000e+00
-2.694832249496600696e+01,2.392483159722670294e+01,0.000000000000000000e+00
-2.712372004342768861e+01,2.385878916019471419e+01,0.000000000000000000e+00
-2.729820609275995125e+01,2.379194581643332995e+01,0.000000000000000000e+00
-2.747178232008653254e+01,2.372430922085110439e+01,0.000000000000000000e+00
-2.764444917751563224e+01,2.365588740932585665e+01,0.000000000000000000e+00
-2.781620845832111399e+01,2.358668779838659191e+01,0.000000000000000000e+00
-2.798705819115853544e+01,2.351671925026780841e+01,0.000000000000000000e+00
-2.815700283404396842e+01,2.344598792314811320e+01,0.000000000000000000e+00
-2.832604054138029070e+01,2.337450248526345575e+01,0.000000000000000000e+00
-2.849417333529388685e+01,2.330226992361378890e+01,0.000000000000000000e+00
-2.866140076697133665e+01,2.322929820281029123e+01,0.000000000000000000e+00
-2.882772621260369661e+01,2.315559353867373460e+01,0.000000000000000000e+00
-2.899314807788882931e+01,2.308116425707452279e+01,0.000000000000000000e+00
-2.915766858181505583e+01,2.300601692241350449e+01,0.000000000000000000e+00
-2.932128873606915320e+01,2.293015855355019283e+01,0.000000000000000000e+00
-2.948400712814854430e+01,2.285359724313096308e+01,0.000000000000000000e+00
-2.964582857960488127e+01,2.277633807904389229e+01,0.000000000000000000e+00
-2.980675054297579507e+01,2.269838956578948697e+01,0.000000000000000000e+00
-2.996677545362324224e+01,2.261975776969516616e+01,0.000000000000000000e+00
-3.012590455117673471e+01,2.254044924704513875e+01,0.000000000000000000e+00
-3.028413911316497931e+01,2.246047045905815409e+01,0.000000000000000000e+00
-3.044147803380466044e+01,2.237982902109086325e+01,0.000000000000000000e+00
-3.059792389304334037e+01,2.229853061315285245e+01,0.000000000000000000e+00
-3.075347808544150752e+01,2.221658143309377920e+01,0.000000000000000000e+00
-3.090813964403264436e+01,2.213398887212242627e+01,0.000000000000000000e+00
-3.106191124350184651e+01,2.205075833021082587e+01,0.000000000000000000e+00
-3.121479319411190545e+01,2.196689640144029809e+01,0.000000000000000000e+00
-3.136678703403012491e+01,2.188240895097722216e+01,0.000000000000000000e+00
-3.151789314856377899e+01,2.179730242062687751e+01,0.000000000000000000e+00
-3.166811196540305318e+01,2.171158318579394120e+01,0.000000000000000000e+00
-3.181744629133873303e+01,2.162525619545893818e+01,0.000000000000000000e+00
-3.196589544276138639e+01,2.153832834296803256e+01,0.000000000000000000e+00
-3.211346111246621149e+01,2.145080509609041641e+01,0.000000000000000000e+00
-3.226014501164109305e+01,2.136269183360007418e+01,0.000000000000000000e+00
-3.240594656844903909e+01,2.127399525387032497e+01,0.000000000000000000e+00
-3.255086755543462829e+01,2.118472059480469483e+01,0.000000000000000000e+00
-3.269490861926769298e+01,2.109487372246641357e+01,0.000000000000000000e+00
-3.283807157457354009e+01,2.100445971772635900e+01,0.000000000000000000e+00
-3.298035711727178665e+01,2.091348430226102550e+01,0.000000000000000000e+00
-3.312176597347370688e+01,2.082195313486013077e+01,0.000000000000000000e+00
-3.326229889841182796e+01,2.072987181173044746e+01,0.000000000000000000e+00
-3.340195779093918560e+01,2.063724512243750553e+01,0.000000000000000000e+00
-3.354074344626624793e+01,2.054407852207425833e+01,0.000000000000000000e+00
-3.367865557996434944e+01,2.045037815989168806e+01,0.000000000000000000e+00
-3.381569725385757152e+01,2.035614786284203603e+01,0.000000000000000000e+00
-3.395186822703958285e+01,2.026139365271519566e+01,0.000000000000000000e+00
-3.408716939191887718e+01,2.016612074087545992e+01,0.000000000000000000e+00
-3.422160166271650894e+01,2.007033427859699870e+01,0.000000000000000000e+00
-3.435516705419922090e+01,1.997403857439984520e+01,0.000000000000000000e+00
-3.448786543113794067e+01,1.987723943267684135e+01,0.000000000000000000e+00
-3.461969883653672042e+01,1.977994103290491879e+01,0.000000000000000000e+00
-3.475066718239335017e+01,1.968214907274225922e+01,0.000000000000000000e+00
-3.488077253609219497e+01,1.958386760420985695e+01,0.000000000000000000e+00
-3.501001485326108309e+01,1.948510221955576682e+01,0.000000000000000000e+00
